"DateTime","Moc chwilowa PV"
"2022-05-20 12:16:16",2.503
"2022-05-20 12:21:14",3.503
"2022-05-20 12:32:26",3
"2022-05-20 12:36:16",2.661
"2022-05-20 12:41:14",3.503
"2022-05-20 12:46:16",3.576
"2022-05-20 12:50:02",3.664
"2022-05-20 12:56:16",2.599
"2022-05-20 13:01:14",3.383
"2022-05-20 13:05:02",3.632
"2022-05-20 13:11:14",3.29
"2022-05-20 13:17:28",3.08
"2022-05-20 13:20:02",3.273
"2022-05-20 13:26:16",3.273
"2022-05-20 13:32:26",2.822
"2022-05-20 13:37:30",3.316
"2022-05-20 13:42:26",3.162
"2022-05-20 13:45:03",3.21
"2022-05-20 13:50:02",3.251
"2022-05-20 13:57:26",3.243
"2022-05-20 14:02:26",3.24
"2022-05-20 14:07:26",3
"2022-05-20 14:12:26",3
"2022-05-20 14:17:26",3.12
"2022-05-20 14:22:26",3.12
"2022-05-20 14:26:16",2.348
"2022-05-20 14:32:26",2.238
"2022-05-20 14:35:02",2.769
"2022-05-20 14:41:14",3
"2022-05-20 14:46:14",3
"2022-05-20 14:52:26",2.71
"2022-05-20 14:56:16",2.817
"2022-05-20 15:01:14",2.779
"2022-05-20 15:07:26",2.71
"2022-05-20 15:12:26",2.88
"2022-05-20 15:15:02",2.538
"2022-05-20 15:22:26",2.514
"2022-05-20 15:25:02",2.308
"2022-05-20 15:31:16",2.31
"2022-05-20 15:37:26",1.654
"2022-05-20 15:41:14",2.526
"2022-05-20 15:46:14",1.8
"2022-05-20 15:50:02",2.211
"2022-05-20 15:57:30",2.17
"2022-05-20 16:01:14",2.25
"2022-05-20 16:05:02",2.053
"2022-05-20 16:11:16",2.214
"2022-05-20 16:17:26",2.141
"2022-05-20 16:22:26",1.92
"2022-05-20 16:26:14",1.737
"2022-05-20 16:31:14",2.04
"2022-05-20 16:36:16",1.788
"2022-05-20 16:40:02",1.912
"2022-05-20 16:45:02",1.8
"2022-05-20 16:50:02",1.08
"2022-05-20 16:55:02",1.92
"2022-05-20 17:02:27",1.699
"2022-05-20 17:07:26",1.806
"2022-05-20 17:11:14",1.579
"2022-05-20 17:15:02",1.579
"2022-05-20 17:21:14",1.645
"2022-05-20 17:26:16",1.55
"2022-05-20 17:31:14",1.45
"2022-05-20 17:36:16",1.43
"2022-05-20 17:40:02",1.593
"2022-05-20 17:46:16",1.444
"2022-05-20 17:52:26",1.557
"2022-05-20 17:57:28",1.43
"2022-05-20 18:01:14",1.115
"2022-05-20 18:06:16",1.192
"2022-05-20 18:12:26",1.168
"2022-05-20 18:17:26",0.96
"2022-05-20 18:22:26",0.96
"2022-05-20 18:27:28",0.834
"2022-05-20 18:31:14",0.956
"2022-05-20 18:36:14",0.84
"2022-05-20 18:41:14",0.84
"2022-05-20 18:51:14",0.9
"2022-05-20 18:57:26",0.871
"2022-05-20 19:01:14",0.789
"2022-05-20 19:06:14",0.72
"2022-05-20 19:12:26",0.484
"2022-05-20 19:17:26",0.36
"2022-05-20 19:22:30",0.237
"2022-05-20 19:26:14",0.321
"2022-05-20 19:32:26",0.194
"2022-05-20 19:36:14",0.158
"2022-05-20 19:42:26",0.097
"2022-05-20 19:46:14",0.126
"2022-05-20 19:57:28",0.118
"2022-05-20 20:00:02",0
"2022-05-06 06:20:03",0.001
"2022-05-06 06:26:17",0
"2022-05-06 06:31:17",0.108
"2022-05-06 06:35:03",0.159
"2022-05-06 06:41:17",0.096
"2022-05-06 06:45:03",0.175
"2022-05-06 06:50:03",0.24
"2022-05-06 06:55:03",0.228
"2022-05-06 07:00:03",0.372
"2022-05-06 07:05:03",0.36
"2022-05-06 07:10:03",0.36
"2022-05-06 07:15:03",0.48
"2022-05-06 07:20:03",0.6
"2022-05-06 07:25:03",0.48
"2022-05-06 07:30:03",0.468
"2022-05-06 07:35:03",0.492
"2022-05-06 07:41:17",0.289
"2022-05-06 07:47:31",0.375
"2022-05-06 07:50:03",0.497
"2022-05-06 07:56:17",0.481
"2022-05-06 08:00:03",0.462
"2022-05-06 08:05:03",0.372
"2022-05-06 08:10:03",0.48
"2022-05-06 08:15:03",0.588
"2022-05-06 08:20:03",0.372
"2022-05-06 08:26:17",0.481
"2022-05-06 08:30:03",0.478
"2022-05-06 08:36:17",0.472
"2022-05-06 08:40:03",0.637
"2022-05-06 08:45:03",0.72
"2022-05-06 08:50:03",0.72
"2022-05-06 08:56:17",0.866
"2022-05-06 09:00:03",0.956
"2022-05-06 09:05:03",0.972
"2022-05-06 09:11:17",1.155
"2022-05-06 09:15:03",1.099
"2022-05-06 09:21:17",1.54
"2022-05-06 09:25:03",2.724
"2022-05-06 09:31:17",1.916
"2022-05-06 09:35:03",1.752
"2022-05-06 09:40:03",2.64
"2022-05-06 09:47:31",2.74
"2022-05-06 09:50:03",1.871
"2022-05-06 09:55:03",1.92
"2022-05-06 10:01:17",2.416
"2022-05-06 10:05:03",3.027
"2022-05-06 10:10:03",2.268
"2022-05-06 10:15:03",2.76
"2022-05-06 10:21:17",2.984
"2022-05-06 10:25:03",3.345
"2022-05-06 10:30:03",3.36
"2022-05-06 10:36:17",3.379
"2022-05-06 10:40:03",3.186
"2022-05-06 10:46:17",2.397
"2022-05-06 10:51:17",2.772
"2022-05-06 10:55:03",2.549
"2022-05-06 11:00:03",2.988
"2022-05-06 11:06:17",2.32
"2022-05-06 11:10:03",2.389
"2022-05-06 11:15:03",3.12
"2022-05-06 11:27:31",2.69
"2022-05-06 11:31:17",2.708
"2022-05-06 11:36:17",3.12
"2022-05-06 11:40:03",1.912
"2022-05-06 11:45:03",2.652
"2022-05-06 11:50:03",2.988
"2022-05-06 11:56:17",2.897
"2022-05-06 12:00:03",3.345
"2022-05-06 12:05:04",2.858
"2022-05-06 12:10:03",1.577
"2022-05-06 12:15:04",3.11
"2022-05-06 12:20:03",1.445
"2022-05-06 12:25:04",1.674
"2022-05-06 12:30:03",2.649
"2022-05-06 12:35:03",2.04
"2022-05-06 12:40:03",3.24
"2022-05-06 12:45:04",2.141
"2022-05-06 12:50:04",1.692
"2022-05-06 12:55:03",1.204
"2022-05-06 13:00:03",1.668
"2022-05-06 13:05:04",2.045
"2022-05-06 13:10:03",2.047
"2022-05-06 13:15:04",2.141
"2022-05-06 13:21:17",2.027
"2022-05-06 13:26:17",3.24
"2022-05-06 13:32:31",3.658
"2022-05-06 13:35:03",3.103
"2022-05-06 13:40:03",3.24
"2022-05-06 13:46:17",2.599
"2022-05-06 13:50:03",2.389
"2022-05-06 13:56:17",3.273
"2022-05-06 14:00:03",3.648
"2022-05-06 14:05:03",3.492
"2022-05-06 14:10:03",3.24
"2022-05-06 14:16:17",3.359
"2022-05-06 14:21:17",3.24
"2022-05-06 14:26:17",3.252
"2022-05-06 14:30:03",3.17
"2022-05-06 14:35:04",3.229
"2022-05-06 14:41:17",3.195
"2022-05-06 14:45:03",2.867
"2022-05-06 14:51:17",2.782
"2022-05-06 14:56:17",2.892
"2022-05-06 15:01:17",2.64
"2022-05-06 15:05:03",2.692
"2022-05-06 15:10:03",2.76
"2022-05-06 15:16:17",2.801
"2022-05-06 15:22:29",2.7
"2022-05-06 15:25:03",2.361
"2022-05-06 15:31:17",1.925
"2022-05-06 15:35:03",2.549
"2022-05-06 15:41:17",2.599
"2022-05-06 15:45:04",2.379
"2022-05-06 15:51:17",2.22
"2022-05-06 15:55:03",2.23
"2022-05-06 16:00:03",2.04
"2022-05-06 16:06:17",2.214
"2022-05-06 16:11:17",2.028
"2022-05-06 16:15:03",1.927
"2022-05-06 16:20:03",2.04
"2022-05-06 16:26:17",1.916
"2022-05-06 16:30:03",1.927
"2022-05-06 16:36:17",1.819
"2022-05-06 16:40:03",1.752
"2022-05-06 16:45:03",1.92
"2022-05-06 16:50:03",1.8
"2022-05-06 17:04:53",1.703
"2022-05-06 17:10:03",0.581
"2022-05-06 17:16:17",1.145
"2022-05-06 17:20:03",1.752
"2022-05-06 17:26:17",1.636
"2022-05-06 17:31:17",1.572
"2022-05-06 17:35:03",1.593
"2022-05-06 17:41:17",1.444
"2022-05-06 17:46:17",1.44
"2022-05-06 17:51:17",1.44
"2022-05-06 17:55:03",1.434
"2022-05-06 18:00:03",1.32
"2022-05-06 18:05:03",1.32
"2022-05-06 18:11:17",1.242
"2022-05-06 18:15:03",1.29
"2022-05-06 18:21:17",1.155
"2022-05-06 18:25:03",1.099
"2022-05-06 18:30:03",1.08
"2022-05-06 18:35:03",0.972
"2022-05-06 18:41:17",0.857
"2022-05-06 18:45:04",0.793
"2022-05-06 18:51:17",0.396
"2022-05-06 18:55:04",0.634
"2022-05-06 19:02:31",0.403
"2022-05-06 19:06:17",0.159
"2022-05-06 19:10:03",0.303
"2022-05-06 19:16:17",0.202
"2022-05-06 19:21:17",0.24
"2022-05-06 19:25:04",0
"2022-05-06 19:31:17",0.183
"2022-05-06 19:36:18",0
"2022-05-06 19:40:03",0.176
"2022-05-06 19:45:03",0
"2022-05-21 05:56:15",0.001
"2022-05-21 06:00:03",0
"2022-05-21 06:07:27",0.243
"2022-05-21 06:11:15",0.316
"2022-05-21 06:15:03",0.158
"2022-05-21 06:21:15",0.097
"2022-05-21 06:28:41",0.242
"2022-05-21 06:32:27",0.159
"2022-05-21 06:35:03",0.231
"2022-05-21 06:40:03",0.48
"2022-05-21 06:45:03",0.6
"2022-05-21 06:50:03",0.48
"2022-05-21 06:55:03",0.456
"2022-05-21 07:02:27",0.259
"2022-05-21 07:06:15",0.158
"2022-05-21 07:11:15",0.12
"2022-05-21 07:15:03",0.316
"2022-05-21 07:21:15",0.387
"2022-05-21 07:27:31",0.287
"2022-05-21 07:31:15",0
"2022-05-21 07:35:03",0.158
"2022-05-21 07:40:03",0.12
"2022-05-21 07:47:29",0.081
"2022-05-21 07:50:03",0
"2022-05-21 07:55:03",0.24
"2022-05-21 08:01:15",0.194
"2022-05-21 08:06:15",0.36
"2022-05-21 08:10:03",0.632
"2022-05-21 08:16:17",0.578
"2022-05-21 08:21:15",0.362
"2022-05-21 08:25:03",0.474
"2022-05-21 08:32:27",0.405
"2022-05-21 08:36:15",0.632
"2022-05-21 08:40:03",0.947
"2022-05-21 08:55:02",0.04
"2022-05-21 09:02:26",2.757
"2022-05-21 09:05:04",2.734
"2022-05-21 09:12:26",0.733
"2022-05-21 09:16:14",0.316
"2022-05-21 09:20:02",0.947
"2022-05-21 09:25:02",0.96
"2022-05-21 09:32:26",0.405
"2022-05-21 09:37:26",0.48
"2022-05-21 09:40:02",0.462
"2022-05-21 09:47:26",0.811
"2022-05-21 09:50:02",0.692
"2022-05-21 09:57:26",0.486
"2022-05-21 10:01:16",0.626
"2022-05-21 10:05:02",1.115
"2022-05-21 10:12:26",0.811
"2022-05-21 10:17:26",0.72
"2022-05-21 10:20:02",0.692
"2022-05-21 10:26:14",0.581
"2022-05-21 10:32:28",0.385
"2022-05-21 10:37:26",0.725
"2022-05-21 10:40:02",4.154
"2022-05-21 10:51:15",0
"2022-05-21 10:55:04",0.629
"2022-05-21 11:01:16",0.581
"2022-05-21 11:06:16",0.72
"2022-05-21 11:12:27",0
"2022-05-21 11:15:04",0.917
"2022-05-21 11:22:28",1.216
"2022-05-21 11:26:15",1.744
"2022-05-21 11:32:27",1.645
"2022-05-21 11:35:04",1.146
"2022-05-21 11:41:16",1.161
"2022-05-21 11:45:04",1.421
"2022-05-21 11:52:28",1.703
"2022-05-21 11:55:04",1.846
"2022-05-21 12:02:27",2.113
"2022-05-21 12:05:03",1.615
"2022-05-21 12:11:15",1.645
"2022-05-21 12:15:04",1.729
"2022-05-21 12:21:15",1.65
"2022-05-21 12:27:27",1.645
"2022-05-21 12:31:18",1.403
"2022-05-21 12:37:27",1.171
"2022-05-21 12:40:04",1.376
"2022-05-21 12:45:04",0.96
"2022-05-21 12:52:28",0.892
"2022-05-21 12:55:03",0.697
"2022-05-21 13:01:16",0.483
"2022-05-21 13:05:04",0.316
"2022-05-21 13:11:17",0.29
"2022-05-21 13:15:04",0.127
"2022-05-21 13:20:03",0.144
"2022-05-21 13:26:17",0.77
"2022-05-21 13:31:15",0.966
"2022-05-21 13:35:03",0.789
"2022-05-21 13:40:03",3.12
"2022-05-21 13:45:04",3.588
"2022-05-21 13:51:15",2.911
"2022-05-21 13:55:03",2.842
"2022-05-21 14:02:26",3.657
"2022-05-21 14:05:02",4.385
"2022-05-21 14:10:02",2.64
"2022-05-21 14:16:16",1.829
"2022-05-21 14:20:02",0.637
"2022-05-21 14:25:02",0.6
"2022-05-21 14:32:26",0.649
"2022-05-21 14:36:14",0.947
"2022-05-21 14:40:02",0.947
"2022-05-21 14:45:02",1.08
"2022-05-21 14:51:14",2.71
"2022-05-21 14:57:28",0.866
"2022-05-21 15:02:26",0.483
"2022-05-21 15:05:02",0.923
"2022-05-21 15:12:26",1.378
"2022-05-21 15:15:02",2.769
"2022-05-21 15:21:16",3.176
"2022-05-21 15:27:28",2.419
"2022-05-21 15:31:14",2.549
"2022-05-21 15:36:16",1.55
"2022-05-21 15:40:02",1.593
"2022-05-21 15:47:28",2.664
"2022-05-21 15:50:02",1.403
"2022-05-21 15:56:16",1.54
"2022-05-21 16:00:02",0.478
"2022-05-21 16:06:16",1.444
"2022-05-21 16:10:02",2.23
"2022-05-21 16:17:28",1.857
"2022-05-21 16:21:14",1.274
"2022-05-21 16:27:26",1.065
"2022-05-21 16:30:02",0.923
"2022-05-21 16:35:03",0.718
"2022-05-21 16:40:02",0.361
"2022-05-21 16:46:14",0.097
"2022-05-21 16:50:02",0.316
"2022-05-21 16:57:26",0.73
"2022-05-21 17:01:14",0.474
"2022-05-21 17:05:02",0.474
"2022-05-21 17:12:26",0.568
"2022-05-21 17:15:02",0.923
"2022-05-21 17:22:26",0.649
"2022-05-21 17:26:14",0.789
"2022-05-21 17:30:02",0.947
"2022-05-21 17:37:28",0.969
"2022-05-21 17:42:27",0.602
"2022-05-21 17:47:30",0.713
"2022-05-21 17:50:02",0.711
"2022-05-21 17:57:28",0.484
"2022-05-21 18:01:14",0.159
"2022-05-21 18:06:14",0.24
"2022-05-21 18:10:02",0.316
"2022-05-21 18:17:28",0.161
"2022-05-21 18:21:14",0.956
"2022-05-21 18:26:14",1.32
"2022-05-21 18:32:28",0.77
"2022-05-21 18:36:16",1.421
"2022-05-21 18:40:02",0.796
"2022-05-21 18:46:16",0.578
"2022-05-21 18:50:02",0.637
"2022-05-21 18:55:02",0.24
"2022-05-21 19:01:14",0.29
"2022-05-21 19:07:30",0.67
"2022-05-21 19:12:26",0.973
"2022-05-21 19:16:16",0.626
"2022-05-21 19:21:16",0.48
"2022-05-21 19:25:02",0.159
"2022-05-21 19:30:02",0.24
"2022-05-21 19:35:02",0
"2022-05-21 19:41:16",0.096
"2022-05-21 19:47:26",0
"2022-05-12 05:21:14",0.001
"2022-05-12 05:26:14",0.132
"2022-05-12 05:30:03",0
"2022-05-12 05:35:02",0.12
"2022-05-12 05:41:14",0.281
"2022-05-12 05:46:16",0.37
"2022-05-12 05:51:14",0.604
"2022-05-12 05:57:27",0.666
"2022-05-12 06:01:14",0.333
"2022-05-12 06:07:26",0.377
"2022-05-12 06:11:14",0.332
"2022-05-12 06:16:14",0.24
"2022-05-12 06:21:15",0.227
"2022-05-12 06:27:28",0.386
"2022-05-12 06:31:14",1.115
"2022-05-12 06:36:14",0.972
"2022-05-12 06:42:26",1.152
"2022-05-12 06:47:26",0.972
"2022-05-12 06:51:14",0.947
"2022-05-12 06:57:28",1.444
"2022-05-12 07:01:14",1.593
"2022-05-12 07:06:14",1.668
"2022-05-12 07:12:26",1.945
"2022-05-12 07:16:14",1.579
"2022-05-12 07:21:14",1.668
"2022-05-12 07:25:03",1.273
"2022-05-12 07:31:14",1.553
"2022-05-12 07:36:14",1.548
"2022-05-12 07:40:02",2.226
"2022-05-12 07:46:14",1.732
"2022-05-12 07:50:03",1.572
"2022-05-12 07:57:30",1.369
"2022-05-12 08:01:14",2.105
"2022-05-12 08:07:28",2.021
"2022-05-12 08:11:14",2.214
"2022-05-12 08:16:14",2.172
"2022-05-12 08:20:02",2.195
"2022-05-12 08:27:28",2.179
"2022-05-12 08:30:03",2.323
"2022-05-12 08:35:02",2.3
"2022-05-12 08:41:14",2.216
"2022-05-12 08:46:16",2.396
"2022-05-12 08:51:14",2.295
"2022-05-12 08:56:14",2.388
"2022-05-12 09:02:26",2.429
"2022-05-12 09:07:29",2.376
"2022-05-12 09:12:26",2.545
"2022-05-12 09:15:03",2.293
"2022-05-12 09:21:14",2.513
"2022-05-12 09:27:26",2.613
"2022-05-12 09:32:26",2.52
"2022-05-12 09:37:26",2.652
"2022-05-12 09:41:15",2.672
"2022-05-12 09:46:16",2.751
"2022-05-12 09:52:26",2.043
"2022-05-12 09:57:26",1.548
"2022-05-12 10:02:26",1.32
"2022-05-12 10:07:28",1.192
"2022-05-12 10:12:26",1.703
"2022-05-12 10:15:03",2.729
"2022-05-12 10:21:14",2.824
"2022-05-12 10:26:14",2.64
"2022-05-12 10:31:14",2.988
"2022-05-12 10:37:26",3
"2022-05-12 10:42:28",1.442
"2022-05-12 10:46:16",1.405
"2022-05-12 10:51:14",2.791
"2022-05-12 10:56:14",1.56
"2022-05-12 11:02:29",1.824
"2022-05-12 11:07:26",2.182
"2022-05-12 11:12:27",2.512
"2022-05-12 11:17:30",1.414
"2022-05-12 11:22:26",1.338
"2022-05-12 11:27:26",2.292
"2022-05-12 11:31:15",3.128
"2022-05-12 11:36:17",1.442
"2022-05-12 11:42:27",2.325
"2022-05-12 11:47:28",0.849
"2022-05-12 11:51:14",0.781
"2022-05-12 11:57:28",2.127
"2022-05-12 12:02:28",3.708
"2022-05-12 12:06:14",3.52
"2022-05-12 12:11:14",3.36
"2022-05-12 12:17:28",3.561
"2022-05-12 12:21:14",3.664
"2022-05-12 12:26:16",1.788
"2022-05-12 12:32:26",3.785
"2022-05-12 12:36:16",1.878
"2022-05-12 12:42:26",2.345
"2022-05-12 12:45:02",1.592
"2022-05-12 12:51:14",2.235
"2022-05-12 12:57:28",2.118
"2022-05-12 13:02:26",2.658
"2022-05-12 13:07:30",3.671
"2022-05-12 13:11:14",2.089
"2022-05-12 13:17:28",1.627
"2022-05-12 13:21:14",3.504
"2022-05-12 13:26:14",3.12
"2022-05-12 13:31:14",2.892
"2022-05-12 13:36:14",3.588
"2022-05-12 13:41:14",1.452
"2022-05-12 13:46:16",2.742
"2022-05-12 13:51:14",1.329
"2022-05-12 13:57:26",3.281
"2022-05-12 14:00:02",3.254
"2022-05-12 14:05:02",2.628
"2022-05-12 14:11:14",3.097
"2022-05-12 14:17:26",3.01
"2022-05-12 14:20:02",2.977
"2022-05-12 14:25:02",3.012
"2022-05-12 14:31:14",2.903
"2022-05-12 14:36:14",2.52
"2022-05-12 14:41:14",1.188
"2022-05-12 14:45:02",0.789
"2022-05-12 14:51:14",2.719
"2022-05-12 14:56:14",2.76
"2022-05-12 15:01:14",2.52
"2022-05-12 15:07:28",2.599
"2022-05-12 15:10:02",2.782
"2022-05-12 15:16:14",2.613
"2022-05-12 15:20:02",2.526
"2022-05-12 15:25:02",2.64
"2022-05-12 15:31:14",2.516
"2022-05-12 15:35:02",2.368
"2022-05-12 15:42:26",1.63
"2022-05-12 15:47:26",0.948
"2022-05-12 15:51:14",1.121
"2022-05-12 15:56:16",1.311
"2022-05-12 16:00:02",2.389
"2022-05-12 16:05:02",0.96
"2022-05-12 16:10:02",0.6
"2022-05-12 16:17:26",1.451
"2022-05-12 16:22:28",2.396
"2022-05-12 16:25:02",1.87
"2022-05-12 16:32:28",1.776
"2022-05-12 16:36:16",1.895
"2022-05-12 16:41:14",2.042
"2022-05-12 16:45:02",2.068
"2022-05-12 16:50:02",2.04
"2022-05-12 16:56:14",2.129
"2022-05-12 17:01:14",1.92
"2022-05-12 17:06:16",1.907
"2022-05-12 17:12:26",0.681
"2022-05-12 17:17:28",0.358
"2022-05-12 17:22:26",0.725
"2022-05-12 17:27:28",0.358
"2022-05-12 17:31:14",0.478
"2022-05-12 17:35:02",0.632
"2022-05-12 17:41:16",1.155
"2022-05-12 17:46:14",0.725
"2022-05-12 17:51:14",0.36
"2022-05-12 17:57:28",0.674
"2022-05-12 18:02:26",1.812
"2022-05-12 18:06:16",1.565
"2022-05-12 18:12:26",0.973
"2022-05-12 18:16:16",0.313
"2022-05-12 18:22:26",0.292
"2022-05-12 18:25:02",0.923
"2022-05-12 18:31:14",1.258
"2022-05-12 18:37:28",0.481
"2022-05-12 18:41:14",0.319
"2022-05-12 18:47:28",0.77
"2022-05-12 18:51:16",1.105
"2022-05-12 18:56:14",0.846
"2022-05-12 19:01:14",0.84
"2022-05-12 19:06:16",0.477
"2022-05-12 19:12:26",0.292
"2022-05-12 19:17:28",0.238
"2022-05-12 19:21:14",0.159
"2022-05-12 19:26:16",0.119
"2022-05-12 19:31:14",0.242
"2022-05-12 19:36:14",0.096
"2022-05-12 19:40:02",0
"2022-05-12 19:46:16",0.116
"2022-05-12 19:50:02",0.159
"2022-05-12 19:56:14",0
"2022-05-04 05:55:03",0.001
"2022-05-04 06:00:03",0.12
"2022-05-04 06:06:17",0.183
"2022-05-04 06:10:02",0.16
"2022-05-04 06:16:16",0.202
"2022-05-04 06:22:29",0.28
"2022-05-04 06:26:14",0.336
"2022-05-04 06:31:17",0.345
"2022-05-04 06:36:16",0.602
"2022-05-04 06:41:14",0.374
"2022-05-04 06:46:17",0.475
"2022-05-04 06:50:02",0.48
"2022-05-04 06:56:16",0.664
"2022-05-04 07:00:02",0.637
"2022-05-04 07:07:26",0.657
"2022-05-04 07:12:26",0.84
"2022-05-04 07:17:26",0.828
"2022-05-04 07:21:15",1.273
"2022-05-04 07:26:16",1.196
"2022-05-04 07:31:14",0.846
"2022-05-04 07:35:02",1.247
"2022-05-04 07:40:02",1.2
"2022-05-04 07:46:16",1.165
"2022-05-04 07:51:14",1.45
"2022-05-04 07:55:03",1.415
"2022-05-04 08:00:02",1.794
"2022-05-04 08:05:03",2.045
"2022-05-04 08:12:26",2.357
"2022-05-04 08:17:31",2.113
"2022-05-04 08:21:15",2.105
"2022-05-04 08:25:02",2.204
"2022-05-04 08:31:14",2.332
"2022-05-04 08:35:03",2.028
"2022-05-04 08:41:16",2.326
"2022-05-04 08:46:16",2.4
"2022-05-04 08:50:02",2.549
"2022-05-04 08:55:03",2.38
"2022-05-04 09:00:03",2.52
"2022-05-04 09:05:03",2.52
"2022-05-04 09:10:02",2.528
"2022-05-04 09:15:03",2.524
"2022-05-04 09:21:14",2.61
"2022-05-04 09:26:16",2.623
"2022-05-04 09:30:02",2.708
"2022-05-04 09:36:16",2.705
"2022-05-04 09:40:02",2.708
"2022-05-04 09:45:02",2.748
"2022-05-04 09:50:02",2.772
"2022-05-04 09:55:03",2.87
"2022-05-04 10:00:02",2.637
"2022-05-04 10:06:16",2.897
"2022-05-04 10:10:03",2.997
"2022-05-04 10:15:03",2.892
"2022-05-04 10:20:02",3.01
"2022-05-04 10:26:16",3.176
"2022-05-04 10:31:16",3.24
"2022-05-04 10:36:16",3.36
"2022-05-04 10:40:03",1.729
"2022-05-04 10:45:03",0.72
"2022-05-04 10:52:26",1.788
"2022-05-04 10:55:03",1.376
"2022-05-04 11:01:16",1.448
"2022-05-04 11:05:03",0.793
"2022-05-04 11:11:14",1.853
"2022-05-04 11:15:03",3.6
"2022-05-04 11:22:28",3.649
"2022-05-04 11:25:03",3.716
"2022-05-04 11:31:14",3.581
"2022-05-04 11:36:16",3.815
"2022-05-04 11:40:02",3.982
"2022-05-04 11:47:26",3.892
"2022-05-04 11:51:16",2.207
"2022-05-04 11:55:03",0.793
"2022-05-04 12:00:03",0.948
"2022-05-04 12:07:28",1.06
"2022-05-04 12:10:04",1.154
"2022-05-04 12:15:04",1.92
"2022-05-04 12:20:04",2.388
"2022-05-04 12:26:17",4.256
"2022-05-04 12:30:04",2.855
"2022-05-04 12:35:03",2.528
"2022-05-04 12:40:04",1.316
"2022-05-04 12:45:03",3.359
"2022-05-04 12:50:03",3.732
"2022-05-04 12:55:03",3.6
"2022-05-04 13:00:04",3.576
"2022-05-04 13:05:03",3.504
"2022-05-04 13:10:04",3.456
"2022-05-04 13:15:03",3.504
"2022-05-04 13:21:17",2.214
"2022-05-04 13:25:04",1.094
"2022-05-04 13:30:04",1.092
"2022-05-04 13:36:16",1.152
"2022-05-04 13:41:17",2.404
"2022-05-04 13:45:03",1.752
"2022-05-04 13:50:04",1.316
"2022-05-04 13:55:03",1.324
"2022-05-04 14:01:17",1.627
"2022-05-04 14:06:15",1.462
"2022-05-04 14:11:17",2.623
"2022-05-04 14:15:03",1.258
"2022-05-04 14:21:17",2.801
"2022-05-04 14:26:17",3.108
"2022-05-04 14:31:17",1.692
"2022-05-04 14:38:33",1.569
